Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P01080,2025-01-26 00:54:00,90m,24E,E5,LYS,CDG,2025-01-26 03:02:27.618452,2025-01-26 04:32:07.280628,8m,6m,16m,2m,25m,29m,30m,7m
P01081,2025-01-21 21:27:00,76m,24B,A27,ORY,BOD,2025-01-21 22:51:31.594605,2025-01-22 00:07:14.390657,7m,11m,6m,7m,15m,24m,14m,9m
P01082,2025-01-02 01:53:00,62m,5E,H18,ORY,NCE,2025-01-02 03:54:58.291616,2025-01-02 04:56:49.934598,5m,9m,17m,4m,19m,25m,25m,13m
P01083,2025-01-12 02:20:00,602m,39A,D12,NCE,FCO,2025-01-12 05:26:17.214096,2025-01-12 15:28:22.600287,7m,22m,19m,21m,31m,57m,35m,29m
P01084,2025-01-21 12:49:00,86m,32F,G27,BOD,LYS,2025-01-21 14:26:24.157184,2025-01-21 15:52:38.112057,5m,12m,19m,5m,14m,29m,14m,14m
P01085,2025-01-17 19:20:00,328m,24E,A29,NCE,FCO,2025-01-17 22:06:01.580285,2025-01-18 03:34:15.894505,8m,14m,59m,22m,24m,19m,42m,6m
P01086,2025-01-30 14:35:00,254m,33B,H25,CDG,AMS,2025-01-30 16:57:25.956867,2025-01-30 21:10:58.091957,7m,21m,31m,11m,16m,15m,28m,8m
P01087,2025-01-05 20:40:00,326m,12A,C24,BOD,MAD,2025-01-05 23:27:18.247355,2025-01-06 04:53:43.661666,7m,31m,40m,12m,30m,33m,34m,7m
P01088,2025-01-02 04:53:00,,18B,B11,LYS,FRA,2025-01-02 07:11:47.524415,2025-01-02 12:01:14.638520,6m,12m,22m,9m,15m,IN (20m),,
P01089,2025-01-26 19:35:00,501m,40F,G26,NCE,MAD,2025-01-26 21:53:30.053583,2025-01-27 06:14:39.311435,9m,18m,26m,13m,14m,24m,28m,8m
P01090,2025-01-27 07:02:00,,40F,C25,LYS,JFK,2025-01-27 09:32:20.248580,2025-01-27 16:05:57.821965,9m,11m,IN (31m),,,,,
P01091,2025-01-15 20:22:00,103m,7C,F7,LYS,NCE,2025-01-15 23:54:06.661386,2025-01-16 01:37:15.822129,11m,29m,30m,6m,34m,60m,27m,6m
P01092,2025-01-25 01:07:00,114m,12B,F20,CDG,ORY,2025-01-25 03:48:16.225327,2025-01-25 05:42:45.573361,8m,29m,29m,3m,22m,32m,30m,3m
P01093,2025-01-02 05:23:00,64m,27B,C25,CDG,LYS,2025-01-02 07:20:55.399270,2025-01-02 08:25:15.670703,4m,12m,21m,3m,29m,24m,IN (9m),
P01094,2025-01-29 10:37:00,288m,13C,D24,BOD,LHR,2025-01-29 12:38:50.178125,2025-01-29 17:26:22.443899,4m,19m,20m,7m,20m,19m,24m,12m
P01095,2025-01-29 10:55:00,367m,12B,H3,CDG,FCO,2025-01-29 13:10:00.204803,2025-01-29 19:17:19.638503,9m,22m,13m,12m,16m,23m,44m,8m
P01096,2025-01-26 00:11:00,77m,8E,E29,LYS,CDG,2025-01-26 01:51:14.101057,2025-01-26 03:08:26.124983,10m,15m,28m,3m,17m,13m,9m,14m
P01097,2025-01-21 10:34:00,71m,40C,H21,BOD,LYS,2025-01-21 12:18:04.446027,2025-01-21 13:29:21.390241,4m,11m,10m,8m,19m,33m,10m,13m
P01098,2025-01-20 13:53:00,,39F,H21,CDG,FRA,2025-01-20 16:21:17.276953,2025-01-20 22:55:02.907501,6m,14m,43m,IN (2m),,,,
P01099,2025-01-06 19:52:00,,5B,B13,BOD,JFK,2025-01-06 23:34:10.987644,2025-01-07 06:02:16.145038,10m,25m,IN (10m),,,,,
P01100,2025-01-18 11:18:00,278m,7F,B5,ORY,FRA,2025-01-18 14:04:07.851306,2025-01-18 18:42:17.268328,5m,14m,31m,10m,30m,30m,52m,10m
P01101,2025-01-10 01:51:00,249m,40A,F8,CDG,JFK,2025-01-10 03:44:18.061068,2025-01-10 07:53:15.003860,6m,23m,21m,7m,24m,20m,35m,5m
P01102,2025-01-17 14:55:00,56m,16E,A10,NCE,ORY,2025-01-17 16:25:59.711787,2025-01-17 17:22:05.536963,7m,9m,11m,4m,19m,28m,23m,6m
P01103,2025-01-30 03:54:00,97m,10C,H25,LYS,ORY,2025-01-30 05:58:43.696888,2025-01-30 07:35:45.127478,7m,23m,24m,4m,16m,28m,34m,9m
P01104,2025-01-04 21:30:00,511m,15E,B3,CDG,LHR,2025-01-05 00:43:53.578044,2025-01-05 09:15:02.358207,12m,11m,21m,26m,20m,64m,48m,14m
P01105,2025-01-26 06:45:00,55m,24F,E2,CDG,NCE,2025-01-26 09:16:29.615934,2025-01-26 10:11:55.246197,21m,8m,19m,5m,48m,36m,25m,8m
P01106,2025-01-09 14:02:00,84m,5E,E11,ORY,LYS,2025-01-09 16:15:07.968706,2025-01-09 17:38:51.535469,10m,17m,13m,6m,23m,21m,23m,8m
P01107,2025-01-10 09:13:00,IN (93m),25A,F12,BOD,ORY,2025-01-10 11:02:49.237549,2025-01-10 13:08:18.088348,11m,14m,16m,3m,24m,18m,,
P01108,2025-01-08 14:28:00,123m,13F,G17,ORY,CDG,2025-01-08 16:28:29.951005,2025-01-08 18:31:04.997006,10m,7m,13m,7m,25m,24m,11m,11m
P01109,2025-01-08 11:29:00,71m,29F,B2,CDG,LYS,2025-01-08 13:27:50.143485,2025-01-08 14:38:20.460697,7m,8m,19m,5m,13m,30m,14m,IN (7m)
P01110,2025-01-30 18:12:00,702m,40C,A28,ORY,FRA,2025-01-30 21:13:10.035970,2025-01-31 08:55:11.911933,6m,14m,35m,22m,20m,48m,63m,17m
P01111,2025-01-22 20:39:00,530m,33F,B24,NCE,MAD,2025-01-22 23:30:38.643493,2025-01-23 08:20:25.342738,8m,17m,35m,11m,20m,44m,28m,11m
P01112,2025-01-23 09:41:00,306m,23D,G2,LYS,DXB,2025-01-23 12:28:03.121033,2025-01-23 17:34:22.727925,10m,17m,37m,10m,22m,31m,34m,12m
P01113,2025-01-14 00:38:00,408m,20D,E24,ORY,DXB,2025-01-14 03:00:06.894542,2025-01-14 09:47:49.895762,8m,23m,12m,19m,30m,25m,10m,5m
P01114,2025-01-29 19:22:00,419m,1B,B28,ORY,MAD,2025-01-29 21:40:34.557127,2025-01-30 04:39:42.341662,4m,16m,18m,13m,30m,29m,34m,4m
P01115,2025-01-26 21:16:00,,14A,C20,CDG,LYS,2025-01-26 23:49:51.445436,2025-01-27 01:10:22.191740,11m,21m,25m,IN (1m),,,,
P01116,2025-01-02 12:16:00,99m,21E,F11,BOD,ORY,2025-01-02 14:15:34.081625,2025-01-02 15:54:11.867906,6m,11m,34m,5m,15m,31m,9m,6m
P01117,2025-01-17 14:15:00,,29F,F21,NCE,CDG,2025-01-17 16:17:28.139397,2025-01-17 18:07:32.379005,4m,10m,25m,5m,20m,IN (8m),,
P01118,2025-01-05 18:38:00,76m,15B,H18,BOD,NCE,2025-01-05 21:33:19.656852,2025-01-05 22:49:25.337284,12m,25m,39m,8m,37m,30m,28m,11m
P01119,2025-01-03 06:56:00,121m,18A,D1,NCE,CDG,2025-01-03 09:23:16.180647,2025-01-03 11:24:30.398925,8m,23m,35m,6m,33m,31m,34m,IN (5m)
P01120,2025-01-21 04:02:00,,10A,F30,ORY,DXB,2025-01-21 06:11:33.280618,2025-01-21 12:04:57.011096,8m,IN (14m),,,,,,
P01121,2025-01-15 06:06:00,431m,7E,G23,BOD,AMS,2025-01-15 09:15:35.934637,2025-01-15 16:26:34.324706,8m,32m,53m,11m,33m,41m,40m,12m
P01122,2025-01-15 08:31:00,399m,27A,H1,LYS,AMS,2025-01-15 11:19:08.528410,2025-01-15 17:58:24.430140,10m,33m,22m,13m,39m,37m,50m,14m
P01123,2025-01-13 01:23:00,98m,29D,C22,LYS,CDG,2025-01-13 03:08:12.393851,2025-01-13 04:45:55.649586,6m,5m,15m,5m,13m,15m,14m,6m
P01124,2025-01-05 21:18:00,609m,26F,F4,CDG,FRA,2025-01-05 23:37:43.375177,2025-01-06 09:46:24.639493,7m,16m,23m,18m,16m,19m,25m,11m
P01125,2025-01-28 18:07:00,592m,20E,G19,BOD,AMS,2025-01-28 21:07:43.186044,2025-01-29 07:00:06.909399,6m,35m,31m,13m,33m,18m,54m,22m
P01126,2025-01-22 03:41:00,87m,30E,G13,LYS,ORY,2025-01-22 06:03:32.206070,2025-01-22 07:30:55.443355,6m,14m,14m,5m,28m,35m,16m,14m
P01127,2025-01-02 08:18:00,80m,12B,G10,BOD,CDG,2025-01-02 11:07:21.256213,2025-01-02 12:27:13.988246,10m,36m,32m,5m,17m,52m,15m,11m
P01128,2025-01-07 07:14:00,90m,34A,E20,CDG,NCE,2025-01-07 10:12:33.639218,2025-01-07 11:42:04.631501,5m,18m,27m,8m,46m,40m,29m,12m
P01129,2025-01-02 15:37:00,106m,36F,C1,CDG,ORY,2025-01-02 17:30:01.960455,2025-01-02 19:15:58.887766,9m,5m,37m,2m,21m,28m,15m,4m
P01130,2025-01-18 08:27:00,390m,36D,G19,LYS,FCO,2025-01-18 11:28:34.513972,2025-01-18 17:58:53.031577,10m,21m,16m,16m,34m,43m,24m,14m
P01131,2025-01-18 09:55:00,397m,15A,D10,ORY,AMS,2025-01-18 12:44:33.885731,2025-01-18 19:21:11.138119,8m,27m,23m,14m,26m,26m,79m,17m
P01132,2025-01-08 05:28:00,84m,20B,D1,CDG,ORY,2025-01-08 07:17:27.517731,2025-01-08 08:41:04.786610,6m,11m,27m,3m,25m,20m,32m,10m
P01133,2025-01-11 07:03:00,92m,11C,A13,CDG,ORY,2025-01-11 10:03:05.102500,2025-01-11 11:35:10.549835,9m,14m,50m,5m,33m,36m,22m,17m
P01134,2025-01-13 18:46:00,,39E,F29,ORY,LHR,2025-01-13 22:22:22.704763,2025-01-14 06:20:11.655680,IN (3m),,,,,,,
P01135,2025-01-01 20:09:00,508m,28B,B29,NCE,FRA,2025-01-01 23:08:53.727159,2025-01-02 07:36:58.248265,14m,16m,29m,21m,30m,41m,30m,19m
P01136,2025-01-12 18:35:00,55m,8F,F6,BOD,LYS,2025-01-12 21:14:49.007919,2025-01-12 22:09:30.995032,10m,24m,34m,6m,33m,42m,33m,13m
P01137,2025-01-18 09:55:00,460m,17F,G5,CDG,FRA,2025-01-18 13:27:50.032983,2025-01-18 21:08:03.464891,5m,50m,33m,39m,21m,25m,48m,14m
P01138,2025-01-05 01:33:00,302m,24C,E17,NCE,LHR,2025-01-05 05:22:36.082635,2025-01-05 10:24:20.031631,14m,26m,37m,17m,24m,68m,28m,8m
P01139,2025-01-01 14:25:00,493m,17E,B11,ORY,LHR,2025-01-01 16:45:03.675670,2025-01-02 00:58:05.851550,7m,22m,17m,10m,39m,21m,38m,14m
P01140,2025-01-10 03:05:00,471m,30B,H6,BOD,MAD,2025-01-10 05:37:19.672025,2025-01-10 13:28:27.778914,4m,11m,26m,8m,18m,63m,36m,5m
P01141,2025-01-26 13:43:00,58m,12B,H7,BOD,NCE,2025-01-26 15:50:07.001046,2025-01-26 16:47:42.673285,9m,15m,15m,4m,33m,41m,16m,16m
P01142,2025-01-05 00:56:00,125m,27B,C12,LYS,NCE,2025-01-05 03:26:47.556460,2025-01-05 05:32:09.472776,10m,14m,36m,5m,29m,43m,22m,9m
P01143,2025-01-05 10:37:00,557m,4A,E1,NCE,AMS,2025-01-05 13:22:38.142519,2025-01-05 22:39:31.851144,5m,19m,24m,11m,43m,32m,19m,5m
P01144,2025-01-16 17:07:00,,25D,E22,CDG,FCO,2025-01-16 19:27:19.578563,2025-01-17 01:01:56.079932,IN (1m),,,,,,,
P01145,2025-01-05 11:30:00,348m,36D,B8,NCE,FCO,2025-01-05 15:32:33.544532,2025-01-05 21:20:47.033675,5m,24m,65m,11m,61m,35m,25m,21m
P01146,2025-01-13 20:31:00,77m,20B,H30,BOD,CDG,2025-01-13 22:53:37.073301,2025-01-14 00:10:54.088963,8m,14m,39m,3m,11m,37m,15m,6m
P01147,2025-01-19 00:06:00,531m,1D,C24,LYS,DXB,2025-01-19 02:54:23.450881,2025-01-19 11:45:08.661931,7m,18m,30m,7m,24m,35m,24m,10m
P01148,2025-01-05 03:55:00,72m,22A,G18,ORY,LYS,2025-01-05 06:01:35.029147,2025-01-05 07:13:10.869876,12m,10m,22m,2m,30m,26m,15m,11m
P01149,2025-01-26 18:22:00,109m,14B,D28,LYS,ORY,2025-01-26 21:26:17.034948,2025-01-26 23:15:10.764728,12m,16m,21m,9m,55m,50m,73m,18m
P01150,2025-01-08 00:25:00,541m,22C,G27,NCE,FCO,2025-01-08 02:16:29.373000,2025-01-08 11:17:22.580693,7m,9m,17m,8m,17m,19m,41m,10m
P01151,2025-01-21 19:12:00,74m,13D,C12,CDG,NCE,2025-01-21 22:10:28.464527,2025-01-21 23:24:47.968640,9m,16m,38m,8m,23m,41m,13m,13m
P01152,2025-01-10 20:44:00,440m,17A,E15,ORY,AMS,2025-01-10 23:37:23.833158,2025-01-11 06:57:28.125798,7m,28m,19m,17m,60m,31m,21m,8m
P01153,2025-01-15 02:07:00,565m,6C,C29,LYS,DXB,2025-01-15 04:21:41.720351,2025-01-15 13:46:22.627065,6m,26m,13m,12m,19m,30m,23m,11m
P01154,2025-01-30 03:19:00,,7D,C28,BOD,ORY,2025-01-30 05:37:45.905242,2025-01-30 07:11:05.327646,6m,IN (12m),,,,,,
P01155,2025-01-05 05:34:00,435m,40D,H20,NCE,MAD,2025-01-05 08:01:50.293375,2025-01-05 15:16:51.384870,12m,20m,15m,12m,27m,21m,32m,6m
P01156,2025-01-26 03:11:00,91m,27C,E18,NCE,ORY,2025-01-26 04:43:47.890696,2025-01-26 06:15:13.677561,5m,13m,22m,2m,18m,19m,16m,8m
P01157,2025-01-12 03:37:00,329m,3D,C1,ORY,LHR,2025-01-12 06:11:45.986991,2025-01-12 11:40:24.833849,4m,30m,45m,12m,12m,34m,24m,7m
P01158,2025-01-30 14:28:00,365m,20E,G12,BOD,LHR,2025-01-30 16:59:50.904069,2025-01-30 23:04:47.487945,6m,7m,28m,9m,28m,26m,16m,17m
P01159,2025-01-10 03:43:00,385m,29E,E25,NCE,LHR,2025-01-10 05:34:09.737180,2025-01-10 11:59:27.015536,6m,10m,21m,10m,9m,20m,36m,8m
P01160,2025-01-24 09:27:00,479m,23D,G18,ORY,FCO,2025-01-24 11:45:14.100391,2025-01-24 19:44:24.141503,7m,23m,17m,17m,13m,45m,61m,7m
P01161,2025-01-21 00:23:00,101m,14B,H3,CDG,BOD,2025-01-21 02:23:49.099963,2025-01-21 04:05:10.384811,9m,6m,19m,4m,19m,26m,14m,7m
P01162,2025-01-07 10:08:00,,2D,C28,ORY,FCO,2025-01-07 13:09:33.608871,2025-01-07 20:08:40.984203,9m,30m,41m,23m,30m,IN (5m),,
P01163,2025-01-08 03:57:00,,33E,G28,BOD,FRA,2025-01-08 05:50:08.057427,2025-01-08 12:25:48.978901,4m,8m,23m,11m,IN (9m),,,
P01164,2025-01-12 08:02:00,373m,34C,D16,BOD,AMS,2025-01-12 10:52:35.681650,2025-01-12 17:05:38.459679,11m,26m,34m,21m,23m,35m,106m,18m
P01165,2025-01-12 20:53:00,455m,22E,E30,NCE,DXB,2025-01-12 23:11:28.755464,2025-01-13 06:46:08.333395,7m,33m,17m,15m,14m,25m,45m,10m
P01166,2025-01-16 05:02:00,73m,27A,C10,LYS,ORY,2025-01-16 07:27:02.500910,2025-01-16 08:40:10.032686,10m,9m,17m,5m,19m,35m,35m,9m
P01167,2025-01-05 13:24:00,565m,40A,D27,ORY,LHR,2025-01-05 15:43:39.019040,2025-01-06 01:08:17.608139,6m,24m,21m,21m,28m,24m,45m,7m
P01168,2025-01-23 03:32:00,450m,39E,H9,NCE,MAD,2025-01-23 06:16:02.880386,2025-01-23 13:45:43.274505,3m,29m,17m,10m,30m,35m,37m,5m
P01169,2025-01-03 19:07:00,86m,13A,E3,BOD,LYS,2025-01-03 21:29:15.224673,2025-01-03 22:55:42.271660,9m,9m,17m,2m,28m,29m,21m,4m
P01170,2025-01-14 00:05:00,430m,23D,F6,NCE,MAD,2025-01-14 02:19:02.762464,2025-01-14 09:29:06.478947,8m,12m,18m,14m,19m,32m,25m,5m
P01171,2025-01-13 11:44:00,,25C,C21,NCE,LYS,2025-01-13 13:28:38.718040,2025-01-13 15:23:15.385918,IN (3m),,,,,,,
P01172,2025-01-25 14:00:00,387m,35C,D4,ORY,MAD,2025-01-25 16:07:18.242772,2025-01-25 22:34:22.770414,7m,9m,17m,11m,19m,29m,22m,12m
P01173,2025-01-25 18:06:00,443m,28F,H27,ORY,DXB,2025-01-25 21:01:43.612699,2025-01-26 04:25:13.470076,9m,38m,39m,24m,16m,23m,51m,9m
P01174,2025-01-26 15:45:00,67m,18A,F28,NCE,CDG,2025-01-26 17:26:14.197904,2025-01-26 18:33:15.320950,5m,9m,17m,6m,12m,32m,17m,8m
P01175,2025-01-15 20:57:00,75m,40D,G23,BOD,CDG,2025-01-15 22:47:31.467520,2025-01-16 00:02:07.639494,6m,12m,32m,4m,11m,31m,18m,14m
P01176,2025-01-26 20:49:00,249m,33B,F22,ORY,FCO,2025-01-26 23:44:32.646720,2025-01-27 03:53:50.737237,16m,28m,26m,16m,29m,40m,31m,8m
P01177,2025-01-03 05:35:00,,29C,B21,ORY,LYS,2025-01-03 08:04:42.011665,2025-01-03 09:05:59.632700,6m,18m,IN (21m),,,,,
P01178,2025-01-05 12:17:00,410m,10A,G16,CDG,FRA,2025-01-05 14:19:34.654979,2025-01-05 21:10:01.839355,5m,16m,13m,14m,13m,40m,25m,13m
P01179,2025-01-26 10:07:00,72m,25F,H23,BOD,LYS,2025-01-26 12:09:24.514376,2025-01-26 13:21:34.877665,6m,12m,24m,3m,21m,18m,10m,7m
P01180,2025-01-19 00:47:00,,10B,F1,CDG,NCE,2025-01-19 02:39:30.543006,2025-01-19 04:15:21.526677,7m,12m,16m,IN (1m),,,,
P01181,2025-01-04 17:41:00,80m,40D,D9,ORY,CDG,2025-01-04 20:45:08.945850,2025-01-04 22:05:20.124243,4m,19m,37m,7m,19m,49m,33m,12m
P01182,2025-01-07 17:25:00,122m,34A,G1,NCE,LYS,2025-01-07 19:44:56.301680,2025-01-07 21:46:56.827264,14m,22m,13m,5m,22m,37m,18m,25m
P01183,2025-01-13 06:50:00,,32F,C8,BOD,FCO,2025-01-13 09:26:46.167807,2025-01-13 15:03:48.639054,5m,18m,18m,21m,IN (12m),,,
P01184,2025-01-04 11:34:00,61m,19F,C4,LYS,NCE,2025-01-04 13:22:09.713185,2025-01-04 14:22:39.907463,6m,14m,20m,5m,16m,20m,15m,15m
P01185,2025-01-19 13:03:00,115m,12B,D23,NCE,LYS,2025-01-19 15:51:37.765934,2025-01-19 17:47:07.159150,8m,12m,16m,4m,42m,39m,10m,8m
P01186,2025-01-29 06:36:00,80m,33E,B15,NCE,BOD,2025-01-29 09:21:50.204276,2025-01-29 10:42:18.590402,9m,17m,28m,6m,33m,43m,24m,11m
P01187,2025-01-30 18:42:00,101m,22C,H20,LYS,NCE,2025-01-30 22:02:24.546986,2025-01-30 23:43:47.181994,7m,19m,36m,3m,48m,77m,33m,14m
P01188,2025-01-26 08:20:00,90m,36E,A18,CDG,NCE,2025-01-26 10:39:55.591707,2025-01-26 12:10:15.895070,7m,15m,18m,2m,18m,36m,28m,13m
P01189,2025-01-15 14:08:00,371m,19F,A11,ORY,FCO,2025-01-15 17:03:02.936281,2025-01-15 23:14:12.718420,13m,18m,26m,9m,28m,40m,37m,10m
P01190,2025-01-28 07:48:00,382m,40B,B15,ORY,LHR,2025-01-28 10:33:35.805672,2025-01-28 16:55:09.692829,4m,26m,39m,14m,26m,30m,39m,8m
P01191,2025-01-07 17:09:00,452m,36F,B11,NCE,DXB,2025-01-07 20:09:18.776187,2025-01-08 03:41:10.201696,9m,16m,33m,22m,35m,52m,54m,18m
P01192,2025-01-18 19:23:00,351m,4A,F26,CDG,JFK,2025-01-18 21:33:17.462771,2025-01-19 03:24:39.443909,8m,13m,13m,15m,23m,16m,34m,9m
P01193,2025-01-19 03:32:00,492m,21E,G7,CDG,FRA,2025-01-19 06:18:50.635178,2025-01-19 14:30:35.913363,15m,10m,19m,24m,18m,38m,50m,18m
P01194,2025-01-04 08:27:00,,17F,B18,CDG,LYS,2025-01-04 11:01:32.234158,2025-01-04 12:16:04.204373,10m,15m,22m,4m,IN (4m),,,
P01195,2025-01-24 17:32:00,95m,23E,E24,ORY,NCE,2025-01-24 19:52:04.446045,2025-01-24 21:26:53.472828,11m,13m,35m,7m,21m,30m,41m,6m
P01196,2025-01-03 05:54:00,430m,32D,B15,LYS,JFK,2025-01-03 07:51:21.206636,2025-01-03 15:01:02.293814,12m,14m,18m,10m,12m,19m,22m,5m
P01197,2025-01-12 03:10:00,58m,34F,H3,ORY,LYS,2025-01-12 05:12:58.281628,2025-01-12 06:11:18.148403,3m,15m,16m,3m,26m,24m,36m,5m
P01198,2025-01-14 07:30:00,95m,3C,B12,ORY,BOD,2025-01-14 09:24:43.240187,2025-01-14 11:00:11.875676,7m,12m,12m,3m,17m,49m,18m,11m
P01199,2025-01-02 06:41:00,355m,11A,B7,CDG,MAD,2025-01-02 10:22:18.997267,2025-01-02 16:17:22.369968,11m,23m,31m,28m,33m,60m,21m,10m
P01200,2025-01-05 08:52:00,,31F,F14,CDG,DXB,2025-01-05 12:30:31.314279,2025-01-05 22:18:15.851079,16m,25m,IN (13m),,,,,
